Sample in Buffer,Sample in Window,TRIGGER,rx_data_valid,rx_data_I[11:0],user_probe_0[4:0],rx_data_Q[11:0],user_probe_1[4:0],valid,bit_out[2:0],phase_out[10:0],tx_data_I[11:0],tx_data_Q[11:0],delta_out[2:0],out_i[11:0],out_q[11:0],bit_in[2:0],bit_in_d1[2:0],data_in_int[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,HEX,SIGNED
1819,1819,0,0,-130,-2,1275,-5,0,3,881,783,1892,7,-487,-231,3,3,578
1820,1820,0,1,-130,-2,1275,-5,1,3,872,783,1892,7,-557,-316,3,3,602
1821,1821,0,0,-354,-2,746,10,1,3,872,783,1892,7,-557,-316,3,3,602
1822,1822,0,1,-354,-2,746,10,0,3,924,1892,783,0,-260,-320,3,3,574
1823,1823,0,0,-1065,-9,142,14,0,3,924,1892,783,0,-260,-320,3,3,574
1824,1824,0,1,-1065,-9,142,14,0,4,1168,1892,783,0,171,-509,4,3,558
1825,1825,0,0,-1403,5,-290,-2,0,4,1168,1892,783,0,171,-509,4,3,558
1826,1826,0,1,-1403,5,-290,-2,1,4,1192,1892,783,0,445,-560,4,3,518
1827,1827,0,0,-733,3,-183,9,1,4,1192,1892,783,0,445,-560,4,3,518
1828,1828,0,1,-733,3,-183,9,0,5,1314,1892,783,1,250,-282,5,4,612
1829,1829,0,0,794,-6,-591,-15,0,5,1314,1892,783,1,250,-282,5,4,612
1830,1830,0,1,794,-6,-591,-15,0,6,1641,1892,783,1,84,486,6,4,635
1831,1831,0,0,1132,12,-612,-4,0,6,1641,1892,783,1,84,486,6,4,635
1832,1832,0,1,1132,12,-612,-4,1,6,1754,1892,783,1,17,642,6,4,545
1833,1833,0,0,552,8,-382,2,1,6,1754,1892,783,1,17,642,6,4,545
1834,1834,0,1,552,8,-382,2,0,6,1771,783,1892,2,49,331,6,6,438
1835,1835,0,0,-826,6,633,-7,0,6,1771,783,1892,2,49,331,6,6,438
1836,1836,0,1,-826,6,633,-7,0,1,456,783,1892,2,-83,-513,1,6,366
1837,1837,0,0,-1165,-13,799,-1,0,1,456,783,1892,2,-83,-513,1,6,366
1838,1838,0,1,-1165,-13,799,-1,1,1,504,783,1892,2,-67,-703,1,6,246
1839,1839,0,0,-392,-8,469,-11,1,1,504,783,1892,2,-67,-703,1,6,246
1840,1840,0,1,-392,-8,469,-11,0,1,465,-1892,783,3,-119,-281,1,1,165
1841,1841,0,0,1004,12,-26,6,0,1,465,-1892,783,3,-119,-281,1,1,165
1842,1842,0,1,1004,12,-26,6,0,5,1486,-1892,783,3,-199,460,5,1,87
1843,1843,0,0,1493,-11,-28,4,0,5,1486,-1892,783,3,-199,460,5,1,87
1844,1844,0,1,1493,-11,-28,4,1,5,1506,-1892,783,3,-284,689,5,1,-11
1845,1845,0,0,907,11,-235,-11,1,5,1506,-1892,783,3,-284,689,5,1,-11
1846,1846,0,1,907,11,-235,-11,0,5,1407,783,-1892,4,-52,464,5,5,-10
1847,1847,0,0,45,13,-979,13,0,5,1407,783,-1892,4,-52,464,5,5,-10
1848,1848,0,1,45,13,-979,13,0,2,644,783,-1892,4,454,181,2,5,-14
1849,1849,0,0,-70,-6,-1243,5,0,2,644,783,-1892,4,454,181,2,5,-14
1850,1850,0,1,-70,-6,-1243,5,1,2,639,783,-1892,4,602,152,2,5,-13
1851,1851,0,0,-171,-11,-1090,-2,1,2,639,783,-1892,4,602,152,2,5,-13
1852,1852,0,1,-171,-11,-1090,-2,0,2,548,-783,1892,5,547,58,2,2,79
1853,1853,0,0,-656,-16,-795,5,0,2,548,-783,1892,5,547,58,2,2,79
1854,1854,0,1,-656,-16,-795,5,0,0,123,-783,1892,5,468,-214,0,2,84
1855,1855,0,0,-1117,3,-798,2,0,0,123,-783,1892,5,468,-214,0,2,84
1856,1856,0,1,-1117,3,-798,2,1,0,81,-783,1892,5,528,-436,0,2,131
1857,1857,0,0,-739,-3,-895,1,1,0,81,-783,1892,5,528,-436,0,2,131
1858,1858,0,1,-739,-3,-895,1,0,0,33,1892,-783,6,525,-245,0,0,226
1859,1859,0,0,-920,8,-853,11,0,0,33,1892,-783,6,525,-245,0,0,226
1860,1860,0,1,-920,8,-853,11,0,7,1909,1892,-783,6,539,-317,7,0,237
1861,1861,0,0,-781,-13,-861,3,0,7,1909,1892,-783,6,539,-317,7,0,237
1862,1862,0,1,-781,-13,-861,3,1,7,1824,1892,-783,6,523,-250,7,0,333
1863,1863,0,0,-782,-14,-904,-8,1,7,1824,1892,-783,6,523,-250,7,0,333
1864,1864,0,1,-782,-14,-904,-8,0,7,1907,-783,-1892,7,549,-235,7,7,346
1865,1865,0,0,95,-1,-1072,-16,0,7,1907,-783,-1892,7,549,-235,7,7,346
1866,1866,0,1,95,-1,-1072,-16,0,7,1875,-783,-1892,7,487,226,7,7,391
1867,1867,0,0,75,11,-1239,9,0,7,1875,-783,-1892,7,487,226,7,7,391
1868,1868,0,1,75,11,-1239,9,1,7,1904,-783,-1892,7,569,245,7,7,407
1869,1869,0,0,407,-9,-736,0,1,7,1904,-783,-1892,7,569,245,7,7,407
1870,1870,0,1,407,-9,-736,0,0,7,1918,-1892,-783,0,264,325,7,7,409
1871,1871,0,0,1047,-9,-209,15,0,7,1918,-1892,-783,0,264,325,7,7,409
1872,1872,0,1,1047,-9,-209,15,0,0,141,-1892,-783,0,-102,523,0,7,396
1873,1873,0,0,1350,6,291,3,0,0,141,-1892,-783,0,-102,523,0,7,396
1874,1874,0,1,1350,6,291,3,1,0,132,-1892,-783,0,-401,560,0,7,392
1875,1875,0,0,770,2,96,0,1,0,132,-1892,-783,0,-401,560,0,7,392
1876,1876,0,1,770,2,96,0,0,1,290,-1892,-783,1,-199,332,1,0,486
1877,1877,0,0,-822,10,682,10,0,1,290,-1892,-783,1,-199,332,1,0,486
1878,1878,0,1,-822,10,682,10,0,2,574,-1892,-783,1,-144,-515,2,0,552
1879,1879,0,0,-1151,1,678,6,0,2,574,-1892,-783,1,-144,-515,2,0,552
1880,1880,0,1,-1151,1,678,6,1,2,713,-1892,-783,1,-79,-663,2,0,479
1881,1881,0,0,-549,-5,356,4,1,2,713,-1892,-783,1,-79,-663,2,0,479
1882,1882,0,1,-549,-5,356,4,0,2,687,-783,-1892,2,-53,-323,2,2,432
1883,1883,0,0,840,8,-590,-14,0,2,687,-783,-1892,2,-53,-323,2,2,432
1884,1884,0,1,840,8,-590,-14,0,5,1447,-783,-1892,2,82,505,5,2,393
1885,1885,0,0,1089,1,-733,3,0,5,1447,-783,-1892,2,82,505,5,2,393
1886,1886,0,1,1089,1,-733,3,1,5,1499,-783,-1892,2,76,650,5,2,302
1887,1887,0,0,475,-5,-457,-9,1,5,1499,-783,-1892,2,76,650,5,2,302
1888,1888,0,1,475,-5,-457,-9,0,5,1484,1892,-783,3,101,312,5,5,226
1889,1889,0,0,-1097,-9,-6,-6,0,5,1484,1892,-783,3,101,312,5,5,226
1890,1890,0,1,-1097,-9,-6,-6,0,1,460,1892,-783,3,231,-496,1,5,150
1891,1891,0,0,-1510,-6,-45,-13,0,1,460,1892,-783,3,231,-496,1,5,150
1892,1892,0,1,-1510,-6,-45,-13,1,1,474,1892,-783,3,328,-680,1,5,60
1893,1893,0,0,-871,-7,246,-10,1,1,474,1892,-783,3,328,-680,1,5,60
1894,1894,0,1,-871,-7,246,-10,0,1,411,-783,1892,4,48,-450,1,1,33
1895,1895,0,0,-92,4,939,11,0,1,411,-783,1892,4,48,-450,1,1,33
1896,1896,0,1,-92,4,939,11,0,6,1677,-783,1892,4,-423,-209,6,1,20
1897,1897,0,0,178,-14,1316,4,0,6,1677,-783,1892,4,-423,-209,6,1,20
1898,1898,0,1,178,-14,1316,4,1,6,1682,-783,1892,4,-651,-128,6,1,2
1899,1899,0,0,16,-16,1087,-1,1,6,1682,-783,1892,4,-651,-128,6,1,2
1900,1900,0,1,16,-16,1087,-1,0,6,1571,783,-1892,5,-522,-149,6,6,95
1901,1901,0,0,850,-14,739,3,0,6,1571,783,-1892,5,-522,-149,6,6,95
1902,1902,0,1,850,-14,739,3,0,4,1173,783,-1892,5,-474,302,4,6,74
1903,1903,0,0,950,-10,796,-4,0,4,1173,783,-1892,5,-474,302,4,6,74
1904,1904,0,1,950,-10,796,-4,1,4,1087,783,-1892,5,-513,345,4,6,139
1905,1905,0,0,918,-10,876,12,1,4,1087,783,-1892,5,-513,345,4,6,139
1906,1906,0,1,918,-10,876,12,0,4,1114,-1892,783,6,-543,326,4,4,177
1907,1907,0,0,791,-9,777,9,0,4,1114,-1892,783,6,-543,326,4,4,177
1908,1908,0,1,791,-9,777,9,0,3,840,-1892,783,6,-489,260,3,4,233
1909,1909,0,0,904,8,895,-1,0,3,840,-1892,783,6,-489,260,3,4,233
1910,1910,0,1,904,8,895,-1,1,3,832,-1892,783,6,-560,300,3,4,297
1911,1911,0,0,715,11,803,3,1,3,832,-1892,783,6,-560,300,3,4,297
1912,1912,0,1,715,11,803,3,0,3,849,783,1892,7,-494,211,3,3,344
1913,1913,0,0,-51,13,1191,7,0,3,849,783,1892,7,-494,211,3,3,344
1914,1914,0,1,-51,13,1191,7,0,3,865,783,1892,7,-554,-220,3,3,375
1915,1915,0,0,-71,-7,1161,9,0,3,865,783,1892,7,-554,-220,3,3,375
1916,1916,0,1,-71,-7,1161,9,1,3,864,783,1892,7,-532,-234,3,3,407
1917,1917,0,0,-460,-12,834,2,1,3,864,783,1892,7,-532,-234,3,3,407
1918,1918,0,1,-460,-12,834,2,0,3,893,1892,783,0,-303,-367,3,3,410
1919,1919,0,0,-963,-3,73,9,0,3,893,1892,783,0,-303,-367,3,3,410
1920,1920,0,1,-963,-3,73,9,0,4,1147,1892,783,0,151,-458,4,3,415
1921,1921,0,0,-1473,-1,-243,13,0,4,1147,1892,783,0,151,-458,4,3,415
1922,1922,0,1,-1473,-1,-243,13,1,4,1158,1892,783,0,403,-627,4,3,409
1923,1923,0,0,-696,8,-201,-9,1,4,1158,1892,783,0,403,-627,4,3,409
1924,1924,0,1,-696,8,-201,-9,0,5,1312,1892,783,1,234,-275,5,4,505
1925,1925,0,0,799,-1,-571,5,0,5,1312,1892,783,1,234,-275,5,4,505
1926,1926,0,1,799,-1,-571,5,0,6,1639,1892,783,1,94,480,6,4,530
1927,1927,0,0,1102,14,-664,8,0,6,1639,1892,783,1,94,480,6,4,530
1928,1928,0,1,1102,14,-664,8,1,6,1721,1892,783,1,74,637,6,4,473
1929,1929,0,0,640,0,-300,-12,1,6,1721,1892,783,1,74,637,6,4,473
1930,1930,0,1,640,0,-300,-12,0,6,1765,783,1892,2,4,352,6,6,372
1931,1931,0,0,-950,10,581,5,0,6,1765,783,1892,2,4,352,6,6,372
1932,1932,0,1,-950,10,581,5,0,1,449,783,1892,2,-48,-554,1,6,307
1933,1933,0,0,-1049,7,823,-9,0,1,449,783,1892,2,-48,-554,1,6,307
1934,1934,0,1,-1049,7,823,-9,1,1,475,783,1892,2,-126,-654,1,6,216
1935,1935,0,0,-502,10,439,-9,1,1,475,783,1892,2,-126,-654,1,6,216
1936,1936,0,1,-502,10,439,-9,0,1,508,-1892,783,3,-86,-322,1,1,92
1937,1937,0,0,1090,2,23,-9,0,1,508,-1892,783,3,-86,-322,1,1,92
1938,1938,0,1,1090,2,23,-9,0,5,1508,-1892,783,3,-233,492,5,1,-8
1939,1939,0,0,1444,4,-57,7,0,5,1508,-1892,783,3,-233,492,5,1,-8
1940,1940,0,1,1444,4,-57,7,1,5,1475,-1892,783,3,-252,676,5,1,-75
1941,1941,0,0,889,-7,-232,-8,1,5,1475,-1892,783,3,-252,676,5,1,-75
1942,1942,0,1,889,-7,-232,-8,0,5,1451,783,-1892,4,-48,455,5,5,-118
1943,1943,0,0,87,-9,-946,14,0,5,1451,783,-1892,4,-48,455,5,5,-118
1944,1944,0,1,87,-9,-946,14,0,2,655,783,-1892,4,436,185,2,5,-133
1945,1945,0,0,-80,-16,-1284,-4,0,2,655,783,-1892,4,436,185,2,5,-133
1946,1946,0,1,-80,-16,-1284,-4,1,2,628,783,-1892,4,627,134,2,5,-121
1947,1947,0,0,-184,8,-1057,-1,1,2,628,783,-1892,4,627,134,2,5,-121
1948,1948,0,1,-184,8,-1057,-1,0,2,546,-783,1892,5,533,41,2,2,-27
1949,1949,0,0,-636,4,-800,0,0,2,546,-783,1892,5,533,41,2,2,-27
1950,1950,0,1,-636,4,-800,0,0,0,130,-783,1892,5,461,-218,0,2,-29
1951,1951,0,0,-1112,8,-797,3,0,0,130,-783,1892,5,461,-218,0,2,-29
1952,1952,0,1,-1112,8,-797,3,1,0,68,-783,1892,5,507,-457,0,2,31
1953,1953,0,0,-791,9,-903,-7,1,0,68,-783,1892,5,507,-457,0,2,31
1954,1954,0,1,-791,9,-903,-7,0,0,24,1892,-783,6,526,-286,0,0,135
1955,1955,0,0,-847,-15,-864,0,0,0,24,1892,-783,6,526,-286,0,0,135
1956,1956,0,1,-847,-15,-864,0,0,7,1904,1892,-783,6,524,-301,7,0,151
1957,1957,0,0,-863,1,-851,13,0,7,1904,1892,-783,6,524,-301,7,0,151
1958,1958,0,1,-863,1,-851,13,1,7,1810,1892,-783,6,520,-310,7,0,261
1959,1959,0,0,-665,7,-899,-3,1,7,1810,1892,-783,6,520,-310,7,0,261
1960,1960,0,1,-665,7,-899,-3,0,7,1887,-783,-1892,7,521,-199,7,7,294
1961,1961,0,0,-33,-1,-1096,-8,0,7,1887,-783,-1892,7,521,-199,7,7,294
1962,1962,0,1,-33,-1,-1096,-8,0,7,1879,-783,-1892,7,525,154,7,7,335
1963,1963,0,0,198,6,-1196,-12,0,7,1879,-783,-1892,7,525,154,7,7,335
1964,1964,0,1,198,6,-1196,-12,1,7,1874,-783,-1892,7,535,282,7,7,381
1965,1965,0,0,344,-8,-805,-5,1,7,1874,-783,-1892,7,535,282,7,7,381
1966,1966,0,1,344,-8,-805,-5,0,7,1931,-1892,-783,0,313,303,7,7,370
1967,1967,0,0,1051,-5,-135,-7,0,7,1931,-1892,-783,0,313,303,7,7,370
1968,1968,0,1,1051,-5,-135,-7,0,0,92,-1892,-783,0,-131,512,0,7,406
1969,1969,0,0,1359,15,227,3,0,0,92,-1892,-783,0,-131,512,0,7,406
1970,1970,0,1,1359,15,227,3,1,0,157,-1892,-783,0,-367,582,0,7,377
1971,1971,0,0,734,-2,170,10,1,0,157,-1892,-783,0,-367,582,0,7,377
1972,1972,0,1,734,-2,170,10,0,0,250,-1892,-783,1,-226,301,0,0,255
1973,1973,0,0,-776,-8,621,13,0,0,250,-1892,-783,1,-226,301,0,0,255
1974,1974,0,1,-776,-8,621,13,0,2,592,-1892,-783,1,-131,-479,2,0,303
1975,1975,0,0,-1187,-3,694,-10,0,2,592,-1892,-783,1,-131,-479,2,0,303
1976,1976,0,1,-1187,-3,694,-10,1,2,694,-1892,-783,1,-71,-683,2,0,249
1977,1977,0,0,-523,-11,370,-14,1,2,694,-1892,-783,1,-71,-683,2,0,249
1978,1978,0,1,-523,-11,370,-14,0,2,722,-783,-1892,2,-64,-314,2,2,167
1979,1979,0,0,794,-6,-609,-1,0,2,722,-783,-1892,2,-64,-314,2,2,167
1980,1980,0,1,794,-6,-609,-1,0,5,1450,-783,-1892,2,142,478,5,2,125
1981,1981,0,0,1184,0,-697,7,0,5,1450,-783,-1892,2,142,478,5,2,125
1982,1982,0,1,1184,0,-697,7,1,5,1504,-783,-1892,2,101,678,5,2,29
1983,1983,0,0,364,12,-489,-9,1,5,1504,-783,-1892,2,101,678,5,2,29
1984,1984,0,1,364,12,-489,-9,0,5,1471,1892,-783,3,163,256,5,5,-34
1985,1985,0,0,-1016,8,7,7,0,5,1471,1892,-783,3,163,256,5,5,-34
1986,1986,0,1,-1016,8,7,7,0,1,418,1892,-783,3,163,-481,1,5,-68
1987,1987,0,0,-1520,-16,-33,-1,0,1,418,1892,-783,3,163,-481,1,5,-68
1988,1988,0,1,-1520,-16,-33,-1,1,1,464,1892,-783,3,251,-717,1,5,-148
1989,1989,0,0,-954,6,243,-13,1,1,464,1892,-783,3,251,-717,1,5,-148
1990,1990,0,1,-954,6,243,-13,0,1,329,-783,1892,4,14,-491,1,1,-93
1991,1991,0,0,51,-13,906,10,0,1,329,-783,1892,4,14,-491,1,1,-93
1992,1992,0,1,51,-13,906,10,0,6,1642,-783,1892,4,-445,-90,6,1,-71
1993,1993,0,0,-4,-4,1397,-11,0,6,1642,-783,1892,4,-445,-90,6,1,-71
1994,1994,0,1,-4,-4,1397,-11,1,6,1644,-783,1892,4,-677,-170,6,1,-51
1995,1995,0,0,202,10,975,15,1,6,1644,-783,1892,4,-677,-170,6,1,-51
1996,1996,0,1,202,10,975,15,0,6,1545,783,-1892,5,-497,-1,6,6,68
1997,1997,0,0,701,-3,852,-12,0,6,1545,783,-1892,5,-497,-1,6,6,68
1998,1998,0,1,701,-3,852,-12,0,4,1089,783,-1892,5,-492,246,4,6,131
1999,1999,0,0,1032,8,717,13,0,4,1089,783,-1892,5,-492,246,4,6,131
2000,2000,0,1,1032,8,717,13,1,4,1103,783,-1892,5,-467,419,4,6,180
2001,2001,0,0,906,10,893,-3,1,4,1103,783,-1892,5,-467,419,4,6,180
2002,2002,0,1,906,10,893,-3,0,4,1024,-1892,783,6,-540,335,4,4,52
2003,2003,0,0,732,-4,848,-16,0,4,1024,-1892,783,6,-540,335,4,4,52
2004,2004,0,1,732,-4,848,-16,0,3,873,-1892,783,6,-508,234,3,4,75
2005,2005,0,0,1002,10,791,-9,0,3,873,-1892,783,6,-508,234,3,4,75
2006,2006,0,1,1002,10,791,-9,1,3,787,-1892,783,6,-527,359,3,4,184
2007,2007,0,0,573,-3,914,-14,1,3,787,-1892,783,6,-527,359,3,4,184
2008,2008,0,1,573,-3,914,-14,0,3,845,783,1892,7,-524,126,3,3,235
2009,2009,0,0,121,-7,1089,1,0,3,845,783,1892,7,-524,126,3,3,235
2010,2010,0,1,121,-7,1089,1,0,3,884,783,1892,7,-540,-89,3,3,247
2011,2011,0,0,-247,9,1237,-11,0,3,884,783,1892,7,-540,-89,3,3,247
2012,2012,0,1,-247,9,1237,-11,1,3,830,783,1892,7,-560,-289,3,3,313
2013,2013,0,0,-305,15,813,13,1,3,830,783,1892,7,-560,-289,3,3,313
2014,2014,0,1,-305,15,813,13,0,3,949,1892,783,0,-337,-274,3,3,260
2015,2015,0,0,-1112,8,43,11,0,3,949,1892,783,0,-337,-274,3,3,260
2016,2016,0,1,-1112,8,43,11,0,4,1076,1892,783,0,165,-531,4,3,336
2017,2017,0,0,-1336,8,-172,-12,0,4,1076,1892,783,0,165,-531,4,3,336
2018,2018,0,1,-1336,8,-172,-12,1,4,1178,1892,783,0,307,-599,4,3,310
2019,2019,0,0,-789,11,-306,14,1,4,1178,1892,783,0,307,-599,4,3,310
2020,2020,0,1,-789,11,-306,14,0,4,1246,1892,783,1,284,-312,4,4,216
2021,2021,0,0,796,-4,-470,10,0,4,1246,1892,783,1,284,-312,4,4,216
2022,2022,0,1,796,-4,-470,10,0,6,1634,1892,783,1,82,454,6,4,246
2023,2023,0,0,1173,-11,-718,-14,0,6,1634,1892,783,1,82,454,6,4,246
2024,2024,0,1,1173,-11,-718,-14,1,6,1689,1892,783,1,113,676,6,4,221
2025,2025,0,0,531,-13,-272,-16,1,6,1689,1892,783,1,113,676,6,4,221
2026,2026,0,1,531,-13,-272,-16,0,6,1776,783,1892,2,30,295,6,6,109
2027,2027,0,0,-846,-14,540,-4,0,6,1776,783,1892,2,30,295,6,6,109
2028,2028,0,1,-846,-14,540,-4,0,1,454,783,1892,2,-116,-488,1,6,39
2029,2029,0,0,-1121,-1,876,12,0,1,454,783,1892,2,-116,-488,1,6,39
2030,2030,0,1,-1121,-1,876,12,1,1,459,783,1892,2,-221,-676,1,6,-36
2031,2031,0,0,-462,-14,382,-2,1,1,459,783,1892,2,-221,-676,1,6,-36
2032,2032,0,1,-462,-14,382,-2,0,1,479,-1892,783,3,-105,-281,1,1,-131
2033,2033,0,0,1078,-10,60,-4,0,1,479,-1892,783,3,-105,-281,1,1,-131
2034,2034,0,1,1078,-10,60,-4,0,5,1460,-1892,783,3,-184,506,5,1,-183
2035,2035,0,0,1423,15,-80,-16,0,5,1460,-1892,783,3,-184,506,5,1,-183
2036,2036,0,1,1423,15,-80,-16,1,5,1434,-1892,783,3,-150,695,5,1,-209
2037,2037,0,0,991,-1,-220,4,1,5,1434,-1892,783,3,-150,695,5,1,-209
2038,2038,0,1,991,-1,-220,4,0,5,1421,783,-1892,4,-10,506,5,5,-222
2039,2039,0,0,-96,0,-921,7,0,5,1421,783,-1892,4,-10,506,5,5,-222
2040,2040,0,1,-96,0,-921,7,0,2,625,783,-1892,4,460,43,2,5,-207
2041,2041,0,0,125,-3,-1348,-4,0,2,625,783,-1892,4,460,43,2,5,-207
2042,2042,0,1,125,-3,-1348,-4,1,2,580,783,-1892,4,651,178,2,5,-147
2043,2043,0,0,-357,-5,-982,10,1,2,580,783,-1892,4,651,178,2,5,-147
2044,2044,0,1,-357,-5,-982,10,0,2,518,-783,1892,5,512,-97,2,2,-25
2045,2045,0,0,-508,4,-872,-8,0,2,518,-783,1892,5,512,-97,2,2,-25
2046,2046,0,1,-508,4,-872,-8,0,0,30,-783,1892,5,469,-183,0,2,73
2047,2047,0,0,-1199,-15,-757,11,0,0,30,-783,1892,5,469,-183,0,2,73
2048,2048,0,1,-1199,-15,-757,11,1,0,86,-783,1892,5,469,-529,0,2,115
2049,2049,0,0,-736,0,-913,15,1,0,86,-783,1892,5,469,-529,0,2,115
2050,2050,0,1,-736,0,-913,15,0,7,1988,1892,-783,6,514,-280,7,0,47
2051,2051,0,0,-860,4,-873,-9,0,7,1988,1892,-783,6,514,-280,7,0,47
2052,2052,0,1,-860,4,-873,-9,1,7,1928,1892,-783,6,519,-322,7,0,39
2053,2053,0,0,-882,14,-809,-9,1,7,1928,1892,-783,6,519,-322,7,0,39
2054,2054,0,1,-882,14,-809,-9,0,6,1771,1892,-783,7,503,-322,6,7,-68
2055,2055,0,0,-614,-6,-942,-14,0,6,1771,1892,-783,7,503,-322,6,7,-68
2056,2056,0,1,-614,-6,-942,-14,0,7,1886,-783,-1892,7,536,-165,7,7,-34
2057,2057,0,0,-99,-3,-1058,-2,0,7,1886,-783,-1892,7,536,-165,7,7,-34
2058,2058,0,1,-99,-3,-1058,-2,1,7,1868,-783,-1892,7,523,82,7,7,18
2059,2059,0,0,252,-4,-1220,-4,1,7,1868,-783,-1892,7,523,82,7,7,18
2060,2060,0,1,252,-4,-1220,-4,0,7,1863,-783,-1892,0,558,271,7,7,75
2061,2061,0,0,339,-13,-754,14,0,7,1863,-783,-1892,0,558,271,7,7,75
2062,2062,0,1,339,-13,-754,14,0,7,1952,-1892,-783,0,333,242,7,7,43
2063,2063,0,0,1017,-7,-220,4,0,7,1952,-1892,-783,0,333,242,7,7,43
2064,2064,0,1,1017,-7,-220,4,0,0,50,-1892,-783,0,-3,519,0,7,121
2065,2065,0,0,1398,-10,300,12,0,0,50,-1892,-783,0,-3,519,0,7,121
2066,2066,0,1,1398,-10,300,12,1,0,146,-1892,-783,0,-310,643,0,7,103
2067,2067,0,0,707,3,131,3,1,0,146,-1892,-783,0,-310,643,0,7,103
2068,2068,0,1,707,3,131,3,0,0,205,-1892,-783,1,-153,325,0,0,26
2069,2069,0,0,-766,2,623,15,0,0,205,-1892,-783,1,-153,325,0,0,26
2070,2070,0,1,-766,2,623,15,0,2,512,-1892,-783,1,-210,-446,2,0,-102
2071,2071,0,0,-1187,-3,708,4,0,2,512,-1892,-783,1,-210,-446,2,0,-102
2072,2072,0,1,-1187,-3,708,4,1,2,658,-1892,-783,1,-181,-666,2,0,-120
2073,2073,0,0,-570,6,344,-8,1,2,658,-1892,-783,1,-181,-666,2,0,-120
2074,2074,0,1,-570,6,344,-8,0,2,654,-783,-1892,2,-91,-320,2,2,-134
2075,2075,0,0,876,12,-567,9,0,2,654,-783,-1892,2,-91,-320,2,2,-134
2076,2076,0,1,876,12,-567,9,0,5,1393,-783,-1892,2,172,491,5,2,-119
2077,2077,0,0,1097,9,-766,2,0,5,1393,-783,-1892,2,172,491,5,2,-119
2078,2078,0,1,1097,9,-766,2,1,5,1450,-783,-1892,2,273,608,5,2,-161
2079,2079,0,0,454,6,-413,3,1,5,1450,-783,-1892,2,273,608,5,2,-161
2080,2080,0,1,454,6,-413,3,0,5,1447,1892,-783,3,163,258,5,5,-200
2081,2081,0,0,-1105,15,-56,8,0,5,1447,1892,-783,3,163,258,5,5,-200
2082,2082,0,1,-1105,15,-56,8,0,1,402,1892,-783,3,120,-540,1,5,-218
2083,2083,0,0,-1453,-13,-4,-4,0,1,402,1892,-783,3,120,-540,1,5,-218
2084,2084,0,1,-1453,-13,-4,-4,1,1,375,1892,-783,3,128,-714,1,5,-209
2085,2085,0,0,-993,-1,232,8,1,1,375,1892,-783,3,128,-714,1,5,-209
2086,2086,0,1,-993,-1,232,8,0,1,330,-783,1892,4,-37,-508,1,1,-155
2087,2087,0,0,54,-10,908,12,0,1,330,-783,1892,4,-37,-508,1,1,-155
2088,2088,0,1,54,-10,908,12,0,6,1607,-783,1892,4,-453,-36,6,1,-98
2089,2089,0,0,33,1,1374,-2,0,6,1607,-783,1892,4,-453,-36,6,1,-98
2090,2090,0,1,33,1,1374,-2,1,6,1594,-783,1892,4,-683,-70,6,1,-28
2091,2091,0,0,113,-15,1024,0,1,6,1594,-783,1892,4,-683,-70,6,1,-28
2092,2092,0,1,113,-15,1024,0,0,5,1513,783,-1892,5,-515,-12,5,6,-133
2093,2093,0,0,808,8,801,1,0,5,1513,783,-1892,5,-515,-12,5,6,-133
2094,2094,0,1,808,8,801,1,0,4,1050,783,-1892,5,-456,338,4,6,-31
2095,2095,0,0,937,9,774,6,0,4,1050,783,-1892,5,-456,338,4,6,-31
2096,2096,0,1,937,9,774,6,1,4,1056,783,-1892,5,-460,396,4,6,65
2097,2097,0,0,954,-6,845,13,1,4,1056,783,-1892,5,-460,396,4,6,65
2098,2098,0,1,954,-6,845,13,0,4,1032,-1892,783,6,-505,385,4,4,185
2099,2099,0,0,762,-6,864,0,0,4,1032,-1892,783,6,-505,385,4,4,185
2100,2100,0,1,762,-6,864,0,0,3,817,-1892,783,6,-484,310,3,4,264
2101,2101,0,0,918,-10,820,-12,0,3,817,-1892,783,6,-484,310,3,4,264
2102,2102,0,1,918,-10,820,-12,1,3,793,-1892,783,6,-488,373,3,4,367
2103,2103,0,0,665,-7,867,3,1,3,793,-1892,783,6,-488,373,3,4,367
2104,2104,0,1,665,-7,867,3,0,3,813,783,1892,7,-496,227,3,3,450
2105,2105,0,0,51,-13,1134,14,0,3,813,783,1892,7,-496,227,3,3,450
2106,2106,0,1,51,-13,1134,14,0,3,839,783,1892,7,-553,-125,3,3,507
2107,2107,0,0,-221,3,1213,-3,0,3,839,783,1892,7,-553,-125,3,3,507
2108,2108,0,1,-221,3,1213,-3,1,3,813,783,1892,7,-547,-284,3,3,590
2109,2109,0,0,-330,-10,835,3,1,3,813,783,1892,7,-547,-284,3,3,590
2110,2110,0,1,-330,-10,835,3,0,3,885,1892,783,0,-340,-293,3,3,601
2111,2111,0,0,-1059,-3,14,14,0,3,885,1892,783,0,-340,-293,3,3,601
2112,2112,0,1,-1059,-3,14,14,0,4,1096,1892,783,0,184,-495,4,3,657
2113,2113,0,0,-1434,6,-146,14,0,4,1096,1892,783,0,184,-495,4,3,657
2114,2114,0,1,-1434,6,-146,14,1,4,1180,1892,783,0,339,-635,4,3,629
