Sample in Buffer,Sample in Window,TRIGGER,rx_data_valid,rx_data_I[11:0],user_probe_0[4:0],rx_data_Q[11:0],user_probe_1[4:0],valid,bit_out[2:0],phase_out[10:0],tx_data_I[11:0],tx_data_Q[11:0],delta_out[2:0],out_i[11:0],out_q[11:0],bit_in[2:0],bit_in_d1[2:0],data_in_int[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,HEX,SIGNED
4628,4628,0,1,1504,0,91,-5,1,5,1469,-1892,783,3,-273,701,5,1,-204
4629,4629,0,0,854,-10,-353,-1,1,5,1469,-1892,783,3,-273,701,5,1,-204
4630,4630,0,1,854,-10,-353,-1,0,5,1369,783,-1892,4,54,457,5,5,-165
4631,4631,0,0,95,-1,-856,8,0,5,1369,783,-1892,4,54,457,5,5,-165
4632,4632,0,1,95,-1,-856,8,0,2,585,783,-1892,4,405,140,2,5,-110
4633,4633,0,0,-103,-7,-1364,12,0,2,585,783,-1892,4,405,140,2,5,-110
4634,4634,0,1,-103,-7,-1364,12,1,2,632,783,-1892,4,677,84,2,5,-102
4635,4635,0,0,-116,12,-990,2,1,2,632,783,-1892,4,677,84,2,5,-102
4636,4636,0,1,-116,12,-990,2,0,1,474,-783,1892,5,496,29,1,2,-192
4637,4637,0,0,-750,-14,-855,9,0,1,474,-783,1892,5,496,29,1,2,-192
4638,4638,0,1,-750,-14,-855,9,0,0,108,-783,1892,5,488,-289,0,2,-172
4639,4639,0,0,-965,-5,-773,-5,0,0,108,-783,1892,5,488,-289,0,2,-172
4640,4640,0,1,-965,-5,-773,-5,1,0,40,-783,1892,5,475,-393,0,2,-84
4641,4641,0,0,-942,-14,-895,1,1,0,40,-783,1892,5,475,-393,0,2,-84
4642,4642,0,1,-942,-14,-895,1,0,0,18,1892,-783,6,532,-370,0,0,26
4643,4643,0,0,-688,-16,-867,-3,0,0,18,1892,-783,6,532,-370,0,0,26
4644,4644,0,1,-688,-16,-867,-3,0,7,1875,1892,-783,6,484,-266,7,0,71
4645,4645,0,0,-960,0,-841,-9,0,7,1875,1892,-783,6,484,-266,7,0,71
4646,4646,0,1,-960,0,-841,-9,1,7,1824,1892,-783,6,496,-399,7,0,167
4647,4647,0,0,-654,-14,-919,9,1,7,1824,1892,-783,6,496,-399,7,0,167
4648,4648,0,1,-654,-14,-919,9,0,7,1852,-783,-1892,7,517,-224,7,7,235
4649,4649,0,0,9,9,-1082,6,0,7,1852,-783,-1892,7,517,-224,7,7,235
4650,4650,0,1,9,9,-1082,6,0,7,1885,-783,-1892,7,521,137,7,7,270
4651,4651,0,0,135,7,-1195,-11,0,7,1885,-783,-1892,7,521,137,7,7,270
4652,4652,0,1,135,7,-1195,-11,1,7,1828,-783,-1892,7,557,222,7,7,362
4653,4653,0,0,391,7,-819,13,1,7,1828,-783,-1892,7,557,222,7,7,362
4654,4654,0,1,391,7,-819,13,0,7,1915,-1892,-783,0,331,308,7,7,367
4655,4655,0,0,1030,6,-101,-5,0,7,1915,-1892,-783,0,331,308,7,7,367
4656,4656,0,1,1030,6,-101,-5,0,0,83,-1892,-783,0,-119,503,0,7,412
4657,4657,0,0,1357,13,172,12,0,0,83,-1892,-783,0,-119,503,0,7,412
4658,4658,0,1,1357,13,172,12,1,0,122,-1892,-783,0,-308,610,0,7,418
4659,4659,0,0,742,6,251,-5,1,0,122,-1892,-783,0,-308,610,0,7,418
4660,4660,0,1,742,6,251,-5,0,0,244,-1892,-783,1,-253,298,0,0,302
4661,4661,0,0,-804,-4,508,-4,0,0,244,-1892,-783,1,-253,298,0,0,302
4662,4662,0,1,-804,-4,508,-4,0,2,587,-1892,-783,1,-86,-467,2,0,355
4663,4663,0,0,-1176,8,806,6,0,2,587,-1892,-783,1,-86,-467,2,0,355
4664,4664,0,1,-1176,8,806,6,1,2,664,-1892,-783,1,-141,-698,2,0,331
4665,4665,0,0,-524,-12,262,6,1,2,664,-1892,-783,1,-141,-698,2,0,331
4666,4666,0,1,-524,-12,262,6,0,2,740,-783,-1892,2,-18,-292,2,2,231
4667,4667,0,0,821,-11,-494,-14,0,2,740,-783,-1892,2,-18,-292,2,2,231
4668,4668,0,1,821,-11,-494,-14,0,5,1477,-783,-1892,2,86,470,5,2,162
4669,4669,0,0,1135,15,-823,9,0,5,1477,-783,-1892,2,86,470,5,2,162
4670,4670,0,1,1135,15,-823,9,1,5,1472,-783,-1892,2,169,678,5,2,98
4671,4671,0,0,435,-13,-403,13,1,5,1472,-783,-1892,2,169,678,5,2,98
4672,4672,0,1,435,-13,-403,13,0,5,1516,1892,-783,3,108,275,5,5,-10
4673,4673,0,0,-1065,-9,-14,-14,0,5,1516,1892,-783,3,108,275,5,5,-10
4674,4674,0,1,-1065,-9,-14,-14,0,1,453,1892,-783,3,181,-501,1,5,-79
4675,4675,0,0,-1490,14,-70,-6,0,1,453,1892,-783,3,181,-501,1,5,-79
4676,4676,0,1,-1490,14,-70,-6,1,1,433,1892,-783,3,260,-698,1,5,-128
4677,4677,0,0,-975,-15,263,7,1,1,433,1892,-783,3,260,-698,1,5,-128
4678,4678,0,1,-975,-15,263,7,0,1,390,-783,1892,4,11,-504,1,1,-134
4679,4679,0,0,71,7,944,-16,0,1,390,-783,1892,4,11,-504,1,1,-134
4680,4680,0,1,71,7,944,-16,0,6,1648,-783,1892,4,-466,-79,6,1,-118
4681,4681,0,0,-35,-3,1277,-3,0,6,1648,-783,1892,4,-466,-79,6,1,-118
4682,4682,0,1,-35,-3,1277,-3,1,6,1652,-783,1892,4,-620,-151,6,1,-106
4683,4683,0,0,250,-6,1149,-3,1,6,1652,-783,1892,4,-620,-151,6,1,-106
4684,4684,0,1,250,-6,1149,-3,0,6,1542,783,-1892,5,-587,12,6,6,16
4685,4685,0,0,655,15,696,-8,0,6,1542,783,-1892,5,-587,12,6,6,16
4686,4686,0,1,655,15,696,-8,0,4,1078,783,-1892,5,-402,256,4,6,90
4687,4687,0,0,1055,-1,819,-13,0,4,1078,783,-1892,5,-402,256,4,6,90
4688,4688,0,1,1055,-1,819,-13,1,4,1100,783,-1892,5,-502,437,4,6,142
4689,4689,0,0,880,-16,848,-16,1,4,1100,783,-1892,5,-502,437,4,6,142
4690,4690,0,1,880,-16,848,-16,0,3,1017,-1892,783,6,-500,349,3,4,21
4691,4691,0,0,784,-16,847,15,0,3,1017,-1892,783,6,-500,349,3,4,21
4692,4692,0,1,784,-16,847,15,1,3,840,-1892,783,6,-505,278,3,4,77
4693,4693,0,0,932,4,796,-4,1,3,840,-1892,783,6,-505,278,3,4,77
4694,4694,0,1,932,4,796,-4,0,3,792,-1892,783,7,-507,343,3,3,181
4695,4695,0,0,648,8,923,-5,0,3,792,-1892,783,7,-507,343,3,3,181
4696,4696,0,1,648,8,923,-5,0,3,827,783,1892,7,-533,180,3,3,250
4697,4697,0,0,23,-9,1057,1,0,3,827,783,1892,7,-533,180,3,3,250
4698,4698,0,1,23,-9,1057,1,1,3,860,783,1892,7,-515,-116,3,3,286
4699,4699,0,0,-132,-4,1287,7,1,3,860,783,1892,7,-515,-116,3,3,286
4700,4700,0,1,-132,-4,1287,7,0,3,831,783,1892,0,-604,-230,3,3,351
4701,4701,0,0,-401,15,759,-9,0,3,831,783,1892,0,-604,-230,3,3,351
4702,4702,0,1,-401,15,759,-9,0,3,918,1892,783,0,-302,-305,3,3,329
4703,4703,0,0,-1042,14,88,-8,0,3,918,1892,783,0,-302,-305,3,3,329
4704,4704,0,1,-1042,14,88,-8,0,4,1096,1892,783,0,126,-507,4,3,385
4705,4705,0,0,-1402,6,-197,-5,0,4,1096,1892,783,0,126,-507,4,3,385
4706,4706,0,1,-1402,6,-197,-5,1,4,1141,1892,783,0,326,-628,4,3,396
4707,4707,0,0,-742,-6,-291,-3,1,4,1141,1892,783,0,326,-628,4,3,396
4708,4708,0,1,-742,-6,-291,-3,0,5,1282,1892,783,1,267,-294,5,4,522
4709,4709,0,0,784,-16,-490,-10,0,5,1282,1892,783,1,267,-294,5,4,522
4710,4710,0,1,784,-16,-490,-10,0,6,1615,1892,783,1,90,452,6,4,571
4711,4711,0,0,1170,-14,-680,-8,0,6,1615,1892,783,1,90,452,6,4,571
4712,4712,0,1,1170,-14,-680,-8,1,6,1691,1892,783,1,96,668,6,4,544
4713,4713,0,0,527,15,-311,9,1,6,1691,1892,783,1,96,668,6,4,544
4714,4714,0,1,527,15,-311,9,0,6,1775,783,1892,2,43,302,6,6,433
4715,4715,0,0,-809,-9,588,12,0,6,1775,783,1892,2,43,302,6,6,433
4716,4716,0,1,-809,-9,588,12,0,1,448,783,1892,2,-95,-491,1,6,369
4717,4717,0,0,-1190,-6,825,-7,0,1,448,783,1892,2,-95,-491,1,6,369
4718,4718,0,1,-1190,-6,825,-7,1,1,466,783,1892,2,-108,-716,1,6,287
4719,4719,0,0,-399,-15,428,12,1,1,466,783,1892,2,-108,-716,1,6,287
4720,4720,0,1,-399,-15,428,12,0,1,467,-1892,783,3,-106,-273,1,1,204
4721,4721,0,0,1050,-6,44,12,0,1,467,-1892,783,3,-106,-273,1,1,204
4722,4722,0,1,1050,-6,44,12,0,5,1474,-1892,783,3,-229,472,5,1,138
4723,4723,0,0,1449,9,-87,9,0,5,1474,-1892,783,3,-229,472,5,1,138
4724,4724,0,1,1449,9,-87,9,1,5,1487,-1892,783,3,-235,685,5,1,59
4725,4725,0,0,931,3,-179,13,1,5,1487,-1892,783,3,-235,685,5,1,59
4726,4726,0,1,931,3,-179,13,0,5,1415,783,-1892,4,-81,466,5,5,52
4727,4727,0,0,31,-1,-999,-7,0,5,1415,783,-1892,4,-81,466,5,5,52
4728,4728,0,1,31,-1,-999,-7,0,2,658,783,-1892,4,467,175,2,5,34
4729,4729,0,0,-63,1,-1259,-11,0,2,658,783,-1892,4,467,175,2,5,34
4730,4730,0,1,-63,1,-1259,-11,1,2,618,783,-1892,4,610,154,2,5,56
4731,4731,0,0,-135,-7,-1028,-4,1,2,618,783,-1892,4,610,154,2,5,56
4732,4732,0,1,-135,-7,-1028,-4,0,2,567,-783,1892,5,512,70,2,2,129
4733,4733,0,0,-715,-11,-874,-10,0,2,567,-783,1892,5,512,70,2,2,129
4734,4734,0,1,-715,-11,-874,-10,0,0,116,-783,1892,5,515,-230,0,2,141
4735,4735,0,0,-993,-1,-720,-16,0,0,116,-783,1892,5,515,-230,0,2,141
4736,4736,0,1,-993,-1,-720,-16,1,0,80,-783,1892,5,475,-387,0,2,189
4737,4737,0,0,-923,5,-959,1,1,0,80,-783,1892,5,475,-387,0,2,189
4738,4738,0,1,-923,5,-959,1,0,0,43,1892,-783,6,583,-318,0,0,274
4739,4739,0,0,-696,8,-842,-10,0,0,43,1892,-783,6,583,-318,0,0,274
4740,4740,0,1,-696,8,-842,-10,0,7,1912,1892,-783,6,502,-212,7,0,282
4741,4741,0,0,-967,-7,-839,-7,0,7,1912,1892,-783,6,502,-212,7,0,282
4742,4742,0,1,-967,-7,-839,-7,1,7,1826,1892,-783,6,542,-339,7,0,376
4743,4743,0,0,-613,-5,-919,9,1,7,1826,1892,-783,6,542,-339,7,0,376
4744,4744,0,1,-613,-5,-919,9,0,7,1886,-783,-1892,7,531,-149,7,7,410
4745,4745,0,0,-58,6,-1079,9,0,7,1886,-783,-1892,7,531,-149,7,7,410
4746,4746,0,1,-58,6,-1079,9,0,7,1918,-783,-1892,7,516,156,7,7,412
4747,4747,0,0,222,-2,-1209,7,0,7,1918,-783,-1892,7,516,156,7,7,412
4748,4748,0,1,222,-2,-1209,7,1,7,1867,-783,-1892,7,528,313,7,7,465
4749,4749,0,0,332,12,-766,2,1,7,1867,-783,-1892,7,528,313,7,7,465
4750,4750,0,1,332,12,-766,2,0,7,1959,-1892,-783,0,290,298,7,7,426
4751,4751,0,0,1074,-14,-193,-1,0,7,1959,-1892,-783,0,290,298,7,7,426
4752,4752,0,1,1074,-14,-193,-1,0,0,95,-1892,-783,0,-122,530,0,7,459
4753,4753,0,0,1353,9,283,-5,0,0,95,-1892,-783,0,-122,530,0,7,459
4754,4754,0,1,1353,9,283,-5,1,0,173,-1892,-783,0,-398,563,0,7,414
4755,4755,0,0,715,11,133,5,1,0,173,-1892,-783,0,-398,563,0,7,414
4756,4756,0,1,715,11,133,5,0,1,261,-1892,-783,1,-208,297,1,0,537
4757,4757,0,0,-725,11,638,-2,0,1,261,-1892,-783,1,-208,297,1,0,537
4758,4758,0,1,-725,11,638,-2,0,2,585,-1892,-783,1,-146,-460,2,0,592
4759,4759,0,0,-1273,7,686,14,0,2,585,-1892,-783,1,-146,-460,2,0,592
4760,4760,0,1,-1273,7,686,14,1,2,712,-1892,-783,1,-50,-720,2,0,520
4761,4761,0,0,-431,-15,356,4,1,2,712,-1892,-783,1,-50,-720,2,0,520
4762,4762,0,1,-431,-15,356,4,0,2,711,-783,-1892,2,-78,-268,2,2,449
4763,4763,0,0,726,-10,-576,0,0,2,711,-783,-1892,2,-78,-268,2,2,449
4764,4764,0,1,726,-10,-576,0,0,5,1436,-783,-1892,2,97,452,5,2,421
4765,4765,0,0,1225,9,-760,8,0,5,1436,-783,-1892,2,97,452,5,2,421
4766,4766,0,1,1225,9,-760,8,1,5,1514,-783,-1892,2,52,717,5,2,315
4767,4767,0,0,349,-3,-438,10,1,5,1514,-783,-1892,2,52,717,5,2,315
4768,4768,0,1,349,-3,-438,10,0,5,1444,1892,-783,3,119,253,5,5,279
4769,4769,0,0,-995,-3,-27,5,0,5,1444,1892,-783,3,119,253,5,5,279
4770,4770,0,1,-995,-3,-27,5,0,1,444,1892,-783,3,220,-446,1,5,219
4771,4771,0,0,-1572,-4,-14,-14,0,1,444,1892,-783,3,220,-446,1,5,219
4772,4772,0,1,-1572,-4,-14,-14,1,1,488,1892,-783,3,327,-715,1,5,115
4773,4773,0,0,-834,-2,238,14,1,1,488,1892,-783,3,327,-715,1,5,115
4774,4774,0,1,-834,-2,238,14,0,1,369,-783,1892,4,45,-431,1,1,130
4775,4775,0,0,-131,-3,895,-1,0,1,369,-783,1892,4,45,-431,1,1,130
4776,4776,0,1,-131,-3,895,-1,0,6,1685,-783,1892,4,-393,-223,6,1,109
4777,4777,0,0,188,-4,1387,11,0,6,1685,-783,1892,4,-393,-223,6,1,109
4778,4778,0,1,188,-4,1387,11,1,6,1675,-783,1892,4,-684,-148,6,1,98
4779,4779,0,0,44,12,1031,7,1,6,1675,-783,1892,4,-684,-148,6,1,98
4780,4780,0,1,44,12,1031,7,0,6,1569,783,-1892,5,-498,-137,6,6,193
4781,4781,0,0,793,-7,771,3,0,6,1569,783,-1892,5,-498,-137,6,6,193
4782,4782,0,1,793,-7,771,3,0,4,1191,783,-1892,5,-490,256,4,6,154
4783,4783,0,0,1020,-4,799,-1,0,4,1191,783,-1892,5,-490,256,4,6,154
4784,4784,0,1,1020,-4,799,-1,1,4,1093,783,-1892,5,-534,366,4,6,213
4785,4785,0,0,862,-2,829,-3,1,4,1093,783,-1892,5,-534,366,4,6,213
4786,4786,0,1,862,-2,829,-3,0,4,1111,-1892,783,6,-523,290,4,4,254
4787,4787,0,0,824,-8,890,-6,0,4,1111,-1892,783,6,-523,290,4,4,254
4788,4788,0,1,824,-8,890,-6,0,3,868,-1892,783,6,-555,242,3,4,282
4789,4789,0,0,862,-2,770,2,0,3,868,-1892,783,6,-555,242,3,4,282
4790,4790,0,1,862,-2,770,2,1,3,829,-1892,783,6,-502,286,3,4,349
4791,4791,0,0,741,5,919,-9,1,3,829,-1892,783,6,-502,286,3,4,349
4792,4792,0,1,741,5,919,-9,0,3,860,783,1892,7,-557,195,3,3,385
4793,4793,0,0,-55,9,1113,-7,0,3,860,783,1892,7,-557,195,3,3,385
4794,4794,0,1,-55,9,1113,-7,0,3,891,783,1892,7,-510,-222,3,3,390
4795,4795,0,0,-74,-10,1208,-8,0,3,891,783,1892,7,-510,-222,3,3,390
4796,4796,0,1,-74,-10,1208,-8,1,3,856,783,1892,7,-550,-250,3,3,430
4797,4797,0,0,-471,9,836,4,1,3,856,783,1892,7,-550,-250,3,3,430
4798,4798,0,1,-471,9,836,4,0,3,916,1892,783,0,-295,-378,3,3,410
4799,4799,0,0,-945,15,40,8,0,3,916,1892,783,0,-295,-378,3,3,410
4800,4800,0,1,-945,15,40,8,0,4,1157,1892,783,0,169,-441,4,3,405
4801,4801,0,0,-1471,1,-162,-2,0,4,1157,1892,783,0,169,-441,4,3,405
4802,4802,0,1,-1471,1,-162,-2,1,4,1162,1892,783,0,369,-640,4,3,395
4803,4803,0,0,-725,11,-308,12,1,4,1162,1892,783,0,369,-640,4,3,395
4804,4804,0,1,-725,11,-308,12,0,5,1321,1892,783,1,289,-266,5,4,482
4805,4805,0,0,816,-16,-467,13,0,5,1321,1892,783,1,289,-266,5,4,482
4806,4806,0,1,816,-16,-467,13,0,6,1654,1892,783,1,46,467,6,4,492
4807,4807,0,0,1113,-7,-731,5,0,6,1654,1892,783,1,46,467,6,4,492
4808,4808,0,1,1113,-7,-731,5,1,6,1705,1892,783,1,106,656,6,4,451
4809,4809,0,0,566,-10,-256,0,1,6,1705,1892,783,1,106,656,6,4,451
4810,4810,0,1,566,-10,-256,0,0,7,1806,783,1892,2,1,310,7,6,565
4811,4811,0,0,-820,12,561,-15,0,7,1806,783,1892,2,1,310,7,6,565
4812,4812,0,1,-820,12,561,-15,0,1,480,783,1892,2,-74,-491,1,6,469
4813,4813,0,0,-1181,3,815,15,0,1,480,783,1892,2,-74,-491,1,6,469
4814,4814,0,1,-1181,3,815,15,1,1,461,783,1892,2,-105,-710,1,6,392
4815,4815,0,0,-401,15,495,15,1,1,461,783,1892,2,-105,-710,1,6,392
4816,4816,0,1,-401,15,495,15,0,2,512,-1892,783,3,-139,-287,2,1,264
4817,4817,0,0,1040,-16,-68,-4,0,2,512,-1892,783,3,-139,-287,2,1,264
4818,4818,0,1,1040,-16,-68,-4,0,5,1487,-1892,783,3,-213,473,5,1,185
4819,4819,0,0,1463,-9,40,8,0,5,1487,-1892,783,3,-213,473,5,1,185
4820,4820,0,1,1463,-9,40,8,1,5,1489,-1892,783,3,-337,648,5,1,104
4821,4821,0,0,914,-14,-297,-9,1,5,1489,-1892,783,3,-337,648,5,1,104
4822,4822,0,1,914,-14,-297,-9,0,5,1390,783,-1892,4,-52,477,5,5,122
4823,4823,0,0,37,5,-909,-13,0,5,1390,783,-1892,4,-52,477,5,5,122
4824,4824,0,1,37,5,-909,-13,0,2,649,783,-1892,4,414,184,2,5,113
4825,4825,0,0,-66,-2,-1296,-16,0,2,649,783,-1892,4,414,184,2,5,113
4826,4826,0,1,-66,-2,-1296,-16,1,2,667,783,-1892,4,619,189,2,5,86
4827,4827,0,0,-134,-6,-1056,0,1,2,667,783,-1892,4,619,189,2,5,86
4828,4828,0,1,-134,-6,-1056,0,0,2,547,-783,1892,5,521,100,2,2,179
4829,4829,0,0,-733,3,-802,-2,0,2,547,-783,1892,5,521,100,2,2,179
4830,4830,0,1,-733,3,-802,-2,0,0,136,-783,1892,5,495,-221,0,2,171
4831,4831,0,0,-1018,6,-798,2,0,0,136,-783,1892,5,495,-221,0,2,171
4832,4832,0,1,-1018,6,-798,2,1,0,96,-783,1892,5,536,-360,0,2,203
4833,4833,0,0,-863,1,-896,0,1,0,96,-783,1892,5,536,-360,0,2,203
4834,4834,0,1,-863,1,-896,0,0,0,62,1892,-783,6,555,-278,0,0,269
4835,4835,0,0,-785,15,-854,10,0,0,62,1892,-783,6,555,-278,0,0,269
4836,4836,0,1,-785,15,-854,10,0,7,1912,1892,-783,6,533,-227,7,0,277
4837,4837,0,0,-868,-4,-849,15,0,7,1912,1892,-783,6,533,-227,7,0,277
4838,4838,0,1,-868,-4,-849,15,1,7,1856,1892,-783,6,542,-271,7,0,341
4839,4839,0,0,-745,-9,-917,11,1,7,1856,1892,-783,6,542,-271,7,0,341
4840,4840,0,1,-745,-9,-917,11,0,7,1897,-783,-1892,7,557,-195,7,7,364
4841,4841,0,0,99,3,-1073,15,0,7,1897,-783,-1892,7,557,-195,7,7,364
4842,4842,0,1,99,3,-1073,15,0,7,1919,-783,-1892,7,480,239,7,7,365
4843,4843,0,0,52,-12,-1202,14,0,7,1919,-783,-1892,7,480,239,7,7,365
4844,4844,0,1,52,-12,-1202,14,1,7,1898,-783,-1892,7,548,244,7,7,387
4845,4845,0,0,456,8,-823,9,1,7,1898,-783,-1892,7,548,244,7,7,387
4846,4846,0,1,456,8,-823,9,0,7,1940,-1892,-783,0,288,370,7,7,367
4847,4847,0,0,979,-13,-117,11,0,7,1940,-1892,-783,0,288,370,7,7,367
4848,4848,0,1,979,-13,-117,11,0,0,149,-1892,-783,0,-144,470,0,7,346
4849,4849,0,0,1389,13,234,10,0,0,149,-1892,-783,0,-144,470,0,7,346
4850,4850,0,1,1389,13,234,10,1,0,136,-1892,-783,0,-387,587,0,7,338
4851,4851,0,0,739,3,132,4,1,0,136,-1892,-783,0,-387,587,0,7,338
4852,4852,0,1,739,3,132,4,0,1,297,-1892,-783,1,-213,308,1,0,425
4853,4853,0,0,-819,13,660,-12,0,1,297,-1892,-783,1,-213,308,1,0,425
4854,4854,0,1,-819,13,660,-12,0,2,609,-1892,-783,1,-134,-509,2,0,456
4855,4855,0,0,-1125,-5,652,12,0,2,609,-1892,-783,1,-134,-509,2,0,456
4856,4856,0,1,-1125,-5,652,12,1,2,701,-1892,-783,1,-76,-645,2,0,395
4857,4857,0,0,-610,-2,411,-5,1,2,701,-1892,-783,1,-76,-645,2,0,395
4858,4858,0,1,-610,-2,411,-5,0,2,708,-783,-1892,2,-68,-361,2,2,327
4859,4859,0,0,908,12,-628,12,0,2,708,-783,-1892,2,-68,-361,2,2,327
4860,4860,0,1,908,12,-628,12,0,5,1452,-783,-1892,2,87,543,5,2,283
4861,4861,0,0,1055,-1,-713,-9,0,5,1452,-783,-1892,2,87,543,5,2,283
4862,4862,0,1,1055,-1,-713,-9,1,5,1498,-783,-1892,2,86,630,5,2,193
4863,4863,0,0,494,14,-482,-2,1,5,1498,-783,-1892,2,86,630,5,2,193
4864,4864,0,1,494,14,-482,-2,0,5,1475,1892,-783,3,115,324,5,5,126
4865,4865,0,0,-1094,-6,-3,-3,0,5,1475,1892,-783,3,115,324,5,5,126
4866,4866,0,1,-1094,-6,-3,-3,0,1,462,1892,-783,3,218,-501,1,5,48
4867,4867,0,0,-1489,15,-9,-9,0,1,462,1892,-783,3,218,-501,1,5,48
4868,4868,0,1,-1489,15,-9,-9,1,1,469,1892,-783,3,286,-687,1,5,-37
4869,4869,0,0,-949,11,182,-10,1,1,469,1892,-783,3,286,-687,1,5,-37
4870,4870,0,1,-949,11,182,-10,0,1,402,-783,1892,4,81,-475,1,1,-55
4871,4871,0,0,49,-15,1025,1,0,1,402,-783,1892,4,81,-475,1,1,-55
4872,4872,0,1,49,-15,1025,1,0,6,1669,-783,1892,4,-492,-146,6,1,-60
4873,4873,0,0,-27,5,1213,-3,0,6,1669,-783,1892,4,-492,-146,6,1,-60
4874,4874,0,1,-27,5,1213,-3,1,6,1664,-783,1892,4,-575,-195,6,1,-60
4875,4875,0,0,243,-13,1196,12,1,6,1664,-783,1892,4,-575,-195,6,1,-60
4876,4876,0,1,243,-13,1196,12,0,6,1590,783,-1892,5,-608,-41,6,6,14
4877,4877,0,0,659,-13,632,-8,0,6,1590,783,-1892,5,-608,-41,6,6,14
4878,4878,0,1,659,-13,632,-8,0,4,1118,783,-1892,5,-390,236,4,6,48
4879,4879,0,0,1089,1,902,6,0,4,1118,783,-1892,5,-390,236,4,6,48
4880,4880,0,1,1089,1,902,6,1,4,1129,783,-1892,5,-574,412,4,6,71
4881,4881,0,0,849,-15,737,1,1,4,1129,783,-1892,5,-574,412,4,6,71
4882,4882,0,1,849,-15,737,1,0,4,1045,-1892,783,6,-464,317,4,4,178
4883,4883,0,0,796,-4,970,10,0,4,1045,-1892,783,6,-464,317,4,4,178
4884,4884,0,1,796,-4,970,10,0,3,847,-1892,783,6,-575,248,3,4,227
4885,4885,0,0,958,-2,716,12,0,3,847,-1892,783,6,-575,248,3,4,227
4886,4886,0,1,958,-2,716,12,1,3,821,-1892,783,6,-480,354,3,4,302
4887,4887,0,0,587,11,947,-13,1,3,821,-1892,783,6,-480,354,3,4,302
4888,4888,0,1,587,11,947,-13,0,3,830,783,1892,7,-539,141,3,3,368
4889,4889,0,0,155,-5,1072,-16,0,3,830,783,1892,7,-539,141,3,3,368
4890,4890,0,1,155,-5,1072,-16,0,3,891,783,1892,7,-531,-107,3,3,373
4891,4891,0,0,-347,5,1261,13,0,3,891,783,1892,7,-531,-107,3,3,373
4892,4892,0,1,-347,5,1261,13,1,3,818,783,1892,7,-528,-384,3,3,451
4893,4893,0,0,-183,9,765,-3,1,3,818,783,1892,7,-528,-384,3,3,451
4894,4894,0,1,-183,9,765,-3,0,3,941,1892,783,0,-320,-228,3,3,406
4895,4895,0,0,-1151,1,119,-9,0,3,941,1892,783,0,-320,-228,3,3,406
4896,4896,0,1,-1151,1,119,-9,0,4,1087,1892,783,0,173,-551,4,3,471
4897,4897,0,0,-1375,1,-268,-12,0,4,1087,1892,783,0,173,-551,4,3,471
4898,4898,0,1,-1375,1,-268,-12,1,4,1228,1892,783,0,399,-575,4,3,395
4899,4899,0,0,-741,-5,-192,0,1,4,1228,1892,783,0,399,-575,4,3,395
4900,4900,0,1,-741,-5,-192,0,0,4,1225,1892,783,1,245,-293,4,4,322
4901,4901,0,0,775,7,-569,7,0,4,1225,1892,783,1,245,-293,4,4,322
4902,4902,0,1,775,7,-569,7,0,6,1635,1892,783,1,98,469,6,4,351
4903,4903,0,0,1178,-6,-664,8,0,6,1635,1892,783,1,98,469,6,4,351
4904,4904,0,1,1178,-6,-664,8,1,6,1733,1892,783,1,41,673,6,4,282
4905,4905,0,0,521,9,-313,7,1,6,1733,1892,783,1,41,673,6,4,282
4906,4906,0,1,521,9,-313,7,0,6,1762,783,1892,2,34,301,6,6,184
4907,4907,0,0,-816,-16,592,-16,0,6,1762,783,1892,2,34,301,6,6,184
4908,4908,0,1,-816,-16,592,-16,0,1,445,783,1892,2,-116,-491,1,6,123
4909,4909,0,0,-1165,-13,813,13,0,1,445,783,1892,2,-116,-491,1,6,123
4910,4910,0,1,-1165,-13,813,13,1,1,493,783,1892,2,-142,-695,1,6,14
4911,4911,0,0,-420,-4,459,11,1,1,493,783,1892,2,-142,-695,1,6,14
4912,4912,0,1,-420,-4,459,11,0,1,475,-1892,783,3,-135,-281,1,1,-77
4913,4913,0,0,1039,15,-16,-16,0,1,475,-1892,783,3,-135,-281,1,1,-77
4914,4914,0,1,1039,15,-16,-16,0,5,1461,-1892,783,3,-170,490,5,1,-130
4915,4915,0,0,1463,-9,-13,-13,0,5,1461,-1892,783,3,-170,490,5,1,-130
4916,4916,0,1,1463,-9,-13,-13,1,5,1471,-1892,783,3,-226,694,5,1,-193
4917,4917,0,0,923,-5,-281,7,1,5,1471,-1892,783,3,-226,694,5,1,-193
4918,4918,0,1,923,-5,-281,7,0,5,1391,783,-1892,4,7,481,5,5,-176
4919,4919,0,0,-3,-3,-907,-11,0,5,1391,783,-1892,4,7,481,5,5,-176
4920,4920,0,1,-3,-3,-907,-11,0,2,620,783,-1892,4,439,107,2,5,-156
4921,4921,0,0,1,1,-1324,-12,0,2,620,783,-1892,4,439,107,2,5,-156
4922,4922,0,1,1,1,-1324,-12,1,2,614,783,-1892,4,643,146,2,5,-130
4923,4923,0,0,-246,10,-1013,11,1,2,614,783,-1892,4,643,146,2,5,-130
4924,4924,0,1,-246,10,-1013,11,0,1,508,-783,1892,5,519,-24,1,2,-254
